age,annual_income,ethnicity,highest_education,marital_status,employment_status,preferred_ice_cream,owns_car,owns_home,choice
39,82000,caucasian,graduate-professional,single,employed,vanilla,yes,yes,party-a
60,96500,african-american,graduate-professional,single,employed,chocolate,no,yes,party-a
68,60500,caucasian,not-high-school,married,unemployed,vanilla,yes,no,party-b
74,114000,african-american,college,single,unemployed,vanilla,no,no,party-a
30,44000,african-american,high-school,married,employed,chocolate,yes,no,party-b
42,41000,caucasian,college,single,employed,vanilla,no,yes,party-b
79,76000,asian,college,single,unemployed,chocolate,yes,yes,party-a
22,36500,african-american,high-school,married,employed,vanilla,no,no,party-a
79,191500,caucasian,graduate-professional,married,employed,chocolate,yes,yes,party-a
54,62500,asian,high-school,married,employed,chocolate,no,yes,party-a
52,105000,asian,not-high-school,married,employed,chocolate,no,yes,party-b
41,42000,hispanic,not-high-school,married,employed,vanilla,no,yes,party-a
78,72000,other,graduate-professional,married,unemployed,vanilla,no,yes,party-a
41,51500,african-american,graduate-professional,single,unemployed,vanilla,no,yes,party-b
39,42000,other,college,single,employed,vanilla,yes,yes,party-a
77,47500,hispanic,high-school,married,unemployed,vanilla,yes,yes,party-a
62,91000,other,college,married,employed,chocolate,no,no,party-a
26,42000,african-american,college,single,employed,chocolate,yes,yes,party-a
22,54000,african-american,high-school,single,unemployed,chocolate,yes,no,party-a
34,84000,hispanic,graduate-professional,single,employed,vanilla,yes,no,party-a
59,97000,african-american,graduate-professional,married,unemployed,vanilla,no,yes,party-a
62,20000,other,college,married,employed,chocolate,no,no,party-b
81,61500,caucasian,college,married,unemployed,vanilla,no,yes,party-a
21,74000,asian,college,married,employed,chocolate,yes,no,party-a
49,52500,hispanic,graduate-professional,married,employed,chocolate,yes,yes,party-a
70,159500,caucasian,college,married,unemployed,chocolate,no,yes,party-a
39,25500,hispanic,college,single,employed,vanilla,yes,no,party-b
60,124500,other,college,single,employed,vanilla,yes,no,party-b
37,35000,other,not-high-school,single,employed,vanilla,yes,no,party-b
59,42500,caucasian,graduate-professional,married,employed,vanilla,yes,no,party-a
57,65000,caucasian,college,married,unemployed,chocolate,yes,no,party-a
68,110500,hispanic,high-school,married,unemployed,vanilla,yes,yes,party-a
22,150000,african-american,high-school,single,unemployed,vanilla,yes,no,party-a
77,23000,other,graduate-professional,married,unemployed,chocolate,no,no,party-a
77,66000,caucasian,high-school,married,unemployed,chocolate,yes,yes,party-a
20,59500,hispanic,graduate-professional,single,employed,vanilla,yes,no,party-a
23,30500,african-american,high-school,single,employed,chocolate,yes,yes,party-b
35,36000,african-american,high-school,single,employed,chocolate,yes,no,party-a
23,41000,african-american,college,single,employed,chocolate,yes,no,party-a
75,82500,hispanic,graduate-professional,married,unemployed,chocolate,yes,no,party-a
65,133500,other,college,single,employed,vanilla,yes,yes,party-b
42,53500,caucasian,high-school,single,employed,chocolate,no,no,party-a
51,44500,other,graduate-professional,single,employed,chocolate,no,no,party-a
50,30500,other,high-school,married,employed,chocolate,no,no,party-b
48,41500,african-american,high-school,single,unemployed,vanilla,yes,no,party-b
28,28000,african-american,college,single,employed,vanilla,no,no,party-a
44,71500,other,graduate-professional,single,employed,chocolate,yes,no,party-a
35,60500,caucasian,graduate-professional,single,employed,vanilla,yes,no,party-a
67,54500,asian,graduate-professional,married,employed,vanilla,no,yes,party-a
59,20000,african-american,college,single,employed,vanilla,yes,no,party-a
76,63000,caucasian,graduate-professional,single,unemployed,chocolate,yes,yes,party-b
70,93500,asian,high-school,single,unemployed,vanilla,no,yes,party-a
70,100000,hispanic,college,married,unemployed,chocolate,no,no,party-a
84,55500,asian,graduate-professional,single,unemployed,vanilla,yes,yes,party-b
40,25000,hispanic,high-school,married,employed,vanilla,no,no,party-b
76,31000,african-american,high-school,married,unemployed,vanilla,yes,no,party-b
43,30000,asian,college,married,employed,chocolate,yes,no,party-b
40,40500,asian,college,married,employed,chocolate,no,no,party-b
53,45000,caucasian,graduate-professional,married,employed,chocolate,yes,no,party-a
57,91500,asian,college,married,employed,vanilla,yes,yes,party-a
19,21500,caucasian,high-school,single,employed,chocolate,yes,yes,party-a
26,21000,african-american,high-school,married,employed,vanilla,no,no,party-b
42,80000,african-american,high-school,married,employed,vanilla,yes,no,party-b
43,33500,hispanic,college,single,employed,chocolate,no,no,party-a
38,82500,african-american,college,single,unemployed,chocolate,no,yes,party-b
77,122000,african-american,high-school,married,employed,chocolate,no,no,party-a
49,28000,asian,college,married,employed,vanilla,yes,no,party-b
41,116500,caucasian,graduate-professional,single,employed,chocolate,no,no,party-b
20,99000,asian,high-school,married,unemployed,chocolate,no,yes,party-a
56,53500,asian,college,single,employed,chocolate,no,no,party-a
70,36000,caucasian,college,single,employed,vanilla,yes,no,party-a
20,116000,other,graduate-professional,single,employed,vanilla,yes,no,party-a
75,126000,asian,high-school,married,unemployed,chocolate,no,yes,party-a
33,45000,other,college,single,employed,chocolate,yes,no,party-a
77,44500,caucasian,high-school,married,employed,chocolate,yes,yes,party-a
43,81000,other,high-school,married,employed,chocolate,yes,no,party-b
82,61500,other,high-school,married,unemployed,chocolate,no,yes,party-a
60,65500,hispanic,high-school,married,employed,vanilla,yes,no,party-a
21,55000,african-american,graduate-professional,married,employed,vanilla,no,no,party-a
32,40000,caucasian,college,single,unemployed,chocolate,yes,no,party-b
49,40000,hispanic,college,married,employed,vanilla,no,no,party-a
74,56000,other,high-school,married,unemployed,vanilla,yes,yes,party-b
72,55500,african-american,college,married,employed,vanilla,no,no,party-a
33,90000,asian,graduate-professional,single,employed,chocolate,yes,no,party-a
52,53000,african-american,high-school,single,unemployed,chocolate,yes,no,party-b
65,80000,asian,high-school,married,employed,vanilla,yes,yes,party-a
83,30000,caucasian,college,married,unemployed,vanilla,no,yes,party-a
76,47500,african-american,college,married,unemployed,chocolate,no,no,party-a
62,70500,other,high-school,married,employed,chocolate,no,no,party-a
37,72000,other,college,married,employed,chocolate,no,no,party-a
71,70000,other,college,married,employed,chocolate,yes,yes,party-a
70,15000,caucasian,high-school,married,unemployed,chocolate,no,yes,party-a
42,86500,asian,college,married,employed,vanilla,yes,yes,party-a
35,41000,asian,high-school,married,employed,chocolate,yes,no,party-b
20,30500,other,college,single,employed,vanilla,yes,no,party-a
18,91500,caucasian,graduate-professional,married,employed,vanilla,yes,no,party-b
54,50500,asian,high-school,single,employed,vanilla,yes,yes,party-a
57,123500,other,graduate-professional,single,employed,chocolate,yes,yes,party-b
28,47000,caucasian,graduate-professional,married,employed,vanilla,no,no,party-a
63,60500,asian,graduate-professional,married,employed,chocolate,no,yes,party-a
54,63000,hispanic,college,single,employed,vanilla,no,no,party-a
71,47000,asian,college,married,employed,chocolate,no,no,party-a
84,112000,african-american,college,married,unemployed,chocolate,no,no,party-b
41,153000,hispanic,graduate-professional,single,employed,vanilla,yes,yes,party-a
26,64000,african-american,college,single,employed,vanilla,no,no,party-a
26,68500,caucasian,college,single,unemployed,chocolate,yes,no,party-a
34,54500,asian,not-high-school,single,employed,vanilla,no,no,party-a
23,30000,hispanic,graduate-professional,single,employed,vanilla,no,no,party-a
62,21500,asian,graduate-professional,single,unemployed,vanilla,yes,no,party-a
52,38500,other,college,married,employed,chocolate,yes,no,party-b
25,55500,asian,college,single,employed,chocolate,no,no,party-a
23,63500,hispanic,not-high-school,single,employed,vanilla,yes,no,party-b
83,85000,african-american,college,married,unemployed,chocolate,no,yes,party-a
74,28000,other,high-school,married,unemployed,chocolate,no,no,party-a
38,127500,asian,graduate-professional,married,employed,vanilla,no,yes,party-b
64,98500,african-american,college,married,employed,vanilla,no,yes,party-a
84,57500,hispanic,high-school,married,unemployed,vanilla,yes,yes,party-a
84,78000,caucasian,graduate-professional,married,unemployed,vanilla,yes,yes,party-a
49,39000,asian,not-high-school,married,employed,chocolate,yes,no,party-b
61,47000,caucasian,high-school,single,employed,vanilla,yes,no,party-a
46,42500,asian,college,single,employed,vanilla,yes,no,party-a
77,51000,asian,high-school,single,unemployed,chocolate,no,no,party-a
77,154000,other,graduate-professional,married,unemployed,vanilla,yes,yes,party-a
84,77500,other,graduate-professional,married,employed,vanilla,no,yes,party-a
84,29000,asian,not-high-school,married,employed,vanilla,yes,yes,party-b
20,87000,other,college,single,employed,vanilla,no,no,party-a
29,47500,other,not-high-school,single,unemployed,chocolate,no,no,party-b
38,19000,african-american,high-school,single,employed,vanilla,no,no,party-b
45,83000,asian,college,married,employed,chocolate,no,no,party-b
45,73000,african-american,graduate-professional,single,employed,vanilla,yes,no,party-a
77,20000,other,not-high-school,single,employed,vanilla,no,yes,party-b
53,59000,hispanic,college,married,employed,vanilla,no,yes,party-b
69,15000,asian,not-high-school,married,unemployed,chocolate,yes,no,party-a
21,30500,african-american,graduate-professional,single,employed,chocolate,yes,yes,party-a
57,46500,african-american,not-high-school,married,employed,vanilla,no,no,party-b
55,67500,caucasian,not-high-school,married,employed,chocolate,no,yes,party-a
64,66000,hispanic,not-high-school,single,employed,vanilla,no,no,party-a
62,96000,other,graduate-professional,single,employed,vanilla,yes,yes,party-a
52,35500,asian,college,married,unemployed,chocolate,yes,no,party-b
66,59000,african-american,high-school,married,employed,chocolate,no,yes,party-a
23,43500,hispanic,college,single,employed,vanilla,no,yes,party-a
71,85500,asian,graduate-professional,married,unemployed,chocolate,yes,yes,party-a
38,52000,hispanic,college,married,employed,vanilla,yes,no,party-b
43,46000,caucasian,college,married,employed,chocolate,no,no,party-b
83,68500,asian,graduate-professional,married,employed,vanilla,no,yes,party-a
84,34000,hispanic,college,married,unemployed,chocolate,yes,no,party-b
36,63000,asian,graduate-professional,single,employed,chocolate,no,yes,party-a
18,46500,hispanic,not-high-school,single,unemployed,vanilla,no,no,party-b
38,42000,caucasian,college,married,employed,chocolate,no,no,party-b
39,74000,other,high-school,married,employed,chocolate,yes,yes,party-a
28,72500,caucasian,graduate-professional,single,unemployed,chocolate,no,no,party-a
84,51500,asian,college,married,unemployed,vanilla,yes,yes,party-a
57,92000,asian,high-school,married,unemployed,chocolate,no,no,party-b
57,82500,other,graduate-professional,married,unemployed,vanilla,yes,yes,party-a
52,39000,caucasian,high-school,married,employed,vanilla,yes,no,party-b
48,75500,asian,graduate-professional,married,employed,vanilla,no,no,party-b
61,73000,hispanic,high-school,married,employed,vanilla,yes,no,party-b
64,32500,hispanic,college,married,employed,vanilla,no,no,party-b
68,40000,caucasian,college,married,employed,chocolate,no,no,party-b
76,59000,african-american,college,married,employed,chocolate,yes,yes,party-a
69,117000,other,high-school,married,employed,chocolate,yes,yes,party-a
20,26500,african-american,high-school,single,employed,chocolate,yes,yes,party-b
54,50500,asian,not-high-school,married,employed,chocolate,yes,no,party-b
53,15000,other,not-high-school,single,employed,chocolate,no,no,party-b
62,39000,hispanic,college,single,employed,vanilla,yes,no,party-b
39,133000,hispanic,high-school,single,employed,vanilla,no,yes,party-b
81,128000,hispanic,college,single,unemployed,chocolate,yes,no,party-b
73,92000,african-american,graduate-professional,single,unemployed,vanilla,yes,no,party-a
55,49000,african-american,high-school,married,employed,chocolate,no,yes,party-a
18,84500,caucasian,not-high-school,single,employed,vanilla,no,no,party-a
70,62500,asian,college,married,unemployed,chocolate,no,yes,party-a
39,52000,african-american,high-school,single,employed,chocolate,no,yes,party-b
79,79500,asian,graduate-professional,married,employed,vanilla,no,yes,party-a
80,53500,asian,graduate-professional,married,employed,vanilla,yes,no,party-a
18,73500,caucasian,college,single,employed,vanilla,yes,no,party-a
33,132500,hispanic,graduate-professional,single,employed,chocolate,yes,yes,party-b
76,20000,african-american,high-school,single,unemployed,chocolate,no,yes,party-b
63,24000,caucasian,high-school,married,employed,vanilla,yes,no,party-a
67,84000,african-american,graduate-professional,single,unemployed,vanilla,no,yes,party-a
73,85500,african-american,college,single,employed,vanilla,no,yes,party-a
20,109500,other,college,single,employed,vanilla,yes,no,party-a
46,90500,asian,graduate-professional,married,unemployed,chocolate,yes,no,party-a
29,19500,caucasian,not-high-school,single,employed,chocolate,yes,no,party-a
24,17000,african-american,high-school,married,employed,vanilla,no,no,party-a
23,80000,african-american,graduate-professional,married,employed,vanilla,no,no,party-a
21,46000,african-american,not-high-school,married,employed,vanilla,no,no,party-a
44,26500,african-american,college,married,employed,chocolate,no,no,party-b
75,81500,african-american,high-school,married,employed,vanilla,yes,yes,party-a
21,100000,asian,high-school,single,unemployed,vanilla,no,no,party-a
44,92000,asian,college,married,unemployed,vanilla,yes,no,party-b
20,133000,asian,graduate-professional,single,unemployed,chocolate,yes,no,party-a
42,41000,african-american,college,married,employed,chocolate,no,yes,party-b
65,44000,caucasian,high-school,married,employed,vanilla,no,no,party-b
63,40500,caucasian,college,single,unemployed,vanilla,yes,yes,party-b
21,48000,african-american,college,single,unemployed,vanilla,no,no,party-a
67,29000,caucasian,high-school,married,unemployed,vanilla,yes,yes,party-b
82,93500,hispanic,college,single,unemployed,vanilla,yes,no,party-a
59,109000,asian,college,single,employed,chocolate,yes,yes,party-b
53,87500,african-american,graduate-professional,married,unemployed,chocolate,yes,yes,party-a
70,61000,hispanic,high-school,married,unemployed,chocolate,yes,yes,party-a
74,53500,caucasian,not-high-school,married,unemployed,vanilla,yes,yes,party-a
53,33500,other,college,married,unemployed,chocolate,no,no,party-b
59,72500,asian,high-school,single,employed,chocolate,no,no,party-b
68,51500,hispanic,not-high-school,married,employed,chocolate,no,no,party-a
18,20500,asian,high-school,married,employed,vanilla,no,no,party-a
66,95000,african-american,graduate-professional,married,employed,vanilla,yes,no,party-a
64,71000,asian,graduate-professional,single,employed,chocolate,yes,yes,party-b
82,64000,caucasian,college,married,unemployed,vanilla,yes,yes,party-a
23,54500,asian,high-school,single,employed,vanilla,no,no,party-a
35,33000,other,college,married,employed,chocolate,yes,no,party-b
82,48000,other,graduate-professional,married,unemployed,chocolate,no,yes,party-a
56,104500,other,college,married,unemployed,chocolate,yes,no,party-a
75,85500,caucasian,college,single,employed,vanilla,yes,yes,party-b
73,47000,hispanic,not-high-school,married,unemployed,vanilla,yes,yes,party-a
69,82000,other,college,married,employed,vanilla,yes,no,party-a
46,68000,asian,graduate-professional,single,unemployed,chocolate,yes,no,party-b
31,81500,caucasian,college,married,employed,vanilla,no,yes,party-a
55,55000,asian,high-school,single,employed,chocolate,yes,yes,party-b
42,25000,caucasian,high-school,married,employed,vanilla,yes,yes,party-b
24,56000,asian,college,single,employed,vanilla,no,no,party-a
47,18500,caucasian,college,married,employed,vanilla,yes,no,party-b
55,84500,caucasian,high-school,married,employed,chocolate,yes,yes,party-a
21,220000,hispanic,graduate-professional,single,employed,chocolate,no,yes,party-b
70,141500,other,graduate-professional,single,unemployed,chocolate,yes,yes,party-a
31,24500,hispanic,college,single,employed,vanilla,yes,no,party-a
57,32000,african-american,high-school,married,employed,chocolate,yes,no,party-b
77,37500,other,high-school,single,employed,chocolate,no,no,party-a
29,109000,asian,graduate-professional,single,employed,chocolate,no,yes,party-a
31,58500,hispanic,college,single,employed,chocolate,yes,no,party-a
56,21500,asian,college,single,employed,vanilla,no,yes,party-a
41,88500,african-american,high-school,single,employed,vanilla,yes,yes,party-a
23,34500,other,high-school,single,unemployed,vanilla,yes,no,party-a
77,74000,asian,high-school,married,employed,chocolate,no,yes,party-a
78,41000,asian,college,married,unemployed,vanilla,no,yes,party-a
71,128500,african-american,graduate-professional,single,unemployed,chocolate,no,yes,party-a
62,61000,other,college,married,unemployed,vanilla,yes,yes,party-a
54,15500,hispanic,not-high-school,married,employed,vanilla,yes,no,party-b
36,18500,other,college,single,employed,chocolate,yes,no,party-b
21,43000,hispanic,high-school,married,unemployed,chocolate,yes,no,party-b
67,118500,caucasian,graduate-professional,married,unemployed,chocolate,yes,yes,party-b
63,66000,asian,college,single,employed,chocolate,yes,yes,party-a
20,44000,other,high-school,single,employed,chocolate,yes,no,party-a
72,56000,african-american,high-school,married,employed,chocolate,yes,no,party-a
20,48000,african-american,not-high-school,single,employed,chocolate,yes,no,party-a
23,47500,asian,high-school,single,unemployed,chocolate,yes,yes,party-a
21,72000,african-american,high-school,married,employed,vanilla,no,no,party-a
81,74000,caucasian,high-school,married,employed,chocolate,yes,no,party-b
76,40000,african-american,high-school,married,unemployed,chocolate,no,yes,party-a
35,45000,other,college,married,employed,chocolate,yes,no,party-b
76,120000,caucasian,graduate-professional,married,unemployed,chocolate,no,yes,party-a
54,61000,other,college,single,employed,vanilla,yes,no,party-b
48,60000,caucasian,high-school,married,employed,chocolate,no,no,party-b
42,62000,caucasian,high-school,married,unemployed,chocolate,no,yes,party-b
35,101500,asian,college,married,employed,vanilla,no,yes,party-a
76,37500,hispanic,college,single,unemployed,vanilla,no,yes,party-b
84,33000,asian,high-school,single,unemployed,vanilla,yes,no,party-a
42,73000,caucasian,graduate-professional,single,employed,chocolate,yes,no,party-a
57,53000,african-american,high-school,single,employed,chocolate,no,no,party-a
50,37500,hispanic,college,married,unemployed,chocolate,no,yes,party-a
71,55000,asian,high-school,married,employed,chocolate,yes,yes,party-a
30,34000,hispanic,high-school,single,unemployed,vanilla,no,no,party-b
68,26500,caucasian,high-school,married,unemployed,chocolate,no,no,party-b
77,32500,other,college,married,employed,chocolate,no,yes,party-a
65,28500,caucasian,high-school,single,employed,chocolate,yes,no,party-b
27,59500,other,high-school,married,employed,vanilla,yes,no,party-a
32,56000,hispanic,graduate-professional,single,unemployed,chocolate,yes,no,party-b
37,79000,asian,college,married,unemployed,vanilla,no,yes,party-b
36,97000,asian,college,single,employed,vanilla,no,no,party-a
82,19500,caucasian,college,married,unemployed,chocolate,no,yes,party-a
35,75000,caucasian,college,married,employed,chocolate,yes,no,party-b
47,45500,caucasian,high-school,married,employed,vanilla,yes,no,party-a
55,26500,african-american,high-school,single,employed,chocolate,yes,no,party-a
81,27000,african-american,college,single,unemployed,chocolate,no,yes,party-b
83,74000,caucasian,high-school,married,employed,chocolate,no,no,party-a
23,46500,african-american,high-school,single,employed,vanilla,yes,no,party-b
64,36000,african-american,high-school,married,employed,vanilla,yes,no,party-b
35,44000,caucasian,graduate-professional,single,employed,vanilla,no,yes,party-b
61,64500,other,high-school,married,employed,vanilla,no,no,party-b
76,116500,african-american,college,married,unemployed,vanilla,yes,yes,party-a
46,15000,asian,high-school,single,employed,vanilla,yes,no,party-b
35,59500,hispanic,high-school,single,employed,vanilla,no,yes,party-b
56,41500,african-american,graduate-professional,married,employed,chocolate,no,no,party-b
84,45000,other,college,married,employed,chocolate,no,yes,party-a
70,82500,other,college,single,unemployed,vanilla,no,yes,party-a
70,33000,asian,high-school,married,unemployed,chocolate,yes,no,party-b
76,72500,hispanic,graduate-professional,married,unemployed,vanilla,yes,yes,party-a
21,23000,african-american,high-school,single,employed,chocolate,yes,no,party-b
46,65500,african-american,high-school,married,employed,chocolate,yes,yes,party-a
40,63000,asian,high-school,married,employed,chocolate,no,no,party-b
82,52500,other,high-school,single,unemployed,vanilla,yes,no,party-a
72,68500,hispanic,high-school,married,unemployed,vanilla,yes,yes,party-a
28,25000,other,college,married,employed,chocolate,yes,no,party-b
48,89500,caucasian,graduate-professional,married,employed,vanilla,no,no,party-b
53,53000,african-american,not-high-school,married,employed,chocolate,no,no,party-b
38,70500,other,college,married,employed,chocolate,no,yes,party-a
84,83500,asian,graduate-professional,married,unemployed,chocolate,yes,yes,party-a
61,121000,asian,college,single,employed,vanilla,yes,no,party-b
74,15500,asian,high-school,single,unemployed,vanilla,no,yes,party-b
51,35500,caucasian,not-high-school,married,employed,vanilla,no,no,party-b
67,44500,hispanic,college,single,employed,vanilla,yes,yes,party-a
72,26500,other,college,married,unemployed,chocolate,yes,yes,party-a
83,55000,hispanic,high-school,married,employed,chocolate,no,no,party-a
34,67000,african-american,high-school,single,employed,vanilla,no,yes,party-a
50,77000,hispanic,not-high-school,married,employed,vanilla,no,yes,party-a
63,62000,caucasian,graduate-professional,married,employed,vanilla,no,no,party-a
41,76000,asian,college,married,employed,chocolate,no,no,party-a
82,146500,african-american,graduate-professional,married,unemployed,chocolate,no,yes,party-a
79,65500,african-american,high-school,married,employed,chocolate,yes,no,party-a
33,48500,other,college,single,employed,chocolate,yes,no,party-b
70,72500,caucasian,high-school,married,unemployed,chocolate,yes,no,party-a
58,92000,asian,graduate-professional,married,employed,vanilla,yes,yes,party-a
62,28000,caucasian,college,single,unemployed,vanilla,yes,yes,party-b
20,22500,asian,graduate-professional,married,employed,chocolate,no,yes,party-a
65,42500,asian,college,single,employed,chocolate,yes,yes,party-b
36,111500,african-american,college,single,employed,chocolate,no,yes,party-b
66,50000,african-american,high-school,married,unemployed,chocolate,no,no,party-b
52,70500,hispanic,high-school,married,employed,chocolate,yes,no,party-b
47,106500,other,college,single,employed,chocolate,yes,no,party-b
62,108500,caucasian,high-school,single,unemployed,vanilla,yes,yes,party-b
51,97500,hispanic,graduate-professional,married,employed,vanilla,no,yes,party-a
57,32000,hispanic,high-school,single,employed,vanilla,yes,no,party-a
41,50500,hispanic,graduate-professional,single,employed,chocolate,yes,no,party-b
67,106000,asian,graduate-professional,married,employed,vanilla,yes,yes,party-a
50,23500,hispanic,not-high-school,married,employed,chocolate,yes,no,party-b
81,83000,african-american,college,married,unemployed,vanilla,no,yes,party-a
67,52000,asian,high-school,married,unemployed,vanilla,no,yes,party-a
73,33000,hispanic,high-school,single,unemployed,vanilla,yes,yes,party-b
53,134500,african-american,college,married,employed,vanilla,yes,yes,party-a
18,57500,african-american,college,single,employed,vanilla,no,yes,party-a
51,36000,other,college,married,employed,chocolate,yes,yes,party-a
26,44000,african-american,high-school,single,employed,chocolate,yes,no,party-a
21,25000,hispanic,high-school,single,employed,vanilla,no,no,party-a
68,68500,caucasian,graduate-professional,single,employed,chocolate,yes,yes,party-a
63,52000,african-american,high-school,married,unemployed,chocolate,no,no,party-a
41,88500,african-american,graduate-professional,married,employed,chocolate,yes,no,party-b
38,63000,hispanic,not-high-school,married,employed,vanilla,no,yes,party-a
73,62000,african-american,graduate-professional,married,unemployed,chocolate,no,yes,party-a
59,30000,hispanic,college,single,employed,chocolate,no,no,party-b
45,39000,african-american,graduate-professional,single,employed,vanilla,yes,no,party-a
36,68500,asian,high-school,married,employed,vanilla,yes,no,party-b
21,50000,other,college,single,unemployed,chocolate,yes,no,party-a
79,109000,asian,high-school,single,unemployed,vanilla,yes,yes,party-b
53,61500,hispanic,graduate-professional,single,employed,vanilla,no,no,party-a
84,45500,other,college,married,unemployed,vanilla,yes,yes,party-a
53,43500,other,college,single,employed,chocolate,yes,yes,party-a
41,90500,hispanic,high-school,married,employed,chocolate,no,no,party-b
84,121500,hispanic,college,single,unemployed,vanilla,yes,yes,party-b
79,38500,hispanic,high-school,married,unemployed,chocolate,yes,yes,party-a
55,184500,african-american,college,married,employed,chocolate,yes,no,party-a
40,43500,african-american,high-school,married,employed,vanilla,no,no,party-a
49,27000,caucasian,high-school,married,employed,vanilla,no,yes,party-b
38,43500,other,college,single,employed,chocolate,yes,no,party-a
28,15000,other,high-school,single,employed,chocolate,yes,no,party-a
46,111000,other,college,single,employed,vanilla,no,no,party-b
33,22500,other,high-school,married,employed,chocolate,yes,no,party-b
76,42000,caucasian,high-school,married,unemployed,chocolate,yes,no,party-a
66,50000,asian,high-school,married,employed,vanilla,no,yes,party-a
73,71500,hispanic,high-school,married,employed,chocolate,no,yes,party-a
32,21500,hispanic,college,single,employed,chocolate,yes,no,party-b
64,37500,hispanic,graduate-professional,married,employed,chocolate,yes,yes,party-a
38,109000,hispanic,graduate-professional,single,employed,vanilla,no,no,party-a
22,35500,african-american,college,single,unemployed,chocolate,no,no,party-b
81,34500,african-american,high-school,single,employed,vanilla,yes,yes,party-b
76,59500,caucasian,college,married,unemployed,chocolate,yes,yes,party-a
72,143500,caucasian,graduate-professional,married,unemployed,vanilla,yes,yes,party-b
37,82500,african-american,college,single,employed,chocolate,yes,yes,party-b
49,48000,asian,not-high-school,married,employed,vanilla,yes,no,party-a
66,63500,hispanic,graduate-professional,single,employed,chocolate,yes,yes,party-a
43,62000,caucasian,college,married,employed,vanilla,no,no,party-a
66,59000,caucasian,college,married,employed,chocolate,yes,yes,party-a
40,59000,hispanic,not-high-school,single,employed,chocolate,yes,yes,party-b
55,70000,asian,graduate-professional,single,employed,chocolate,yes,yes,party-a
20,107500,caucasian,graduate-professional,single,employed,chocolate,no,no,party-a
49,50000,other,graduate-professional,married,employed,chocolate,yes,yes,party-a
22,39000,other,high-school,single,employed,chocolate,no,yes,party-b
64,47500,asian,high-school,married,employed,vanilla,yes,no,party-a
42,43000,asian,college,single,unemployed,vanilla,no,yes,party-b
21,49000,caucasian,graduate-professional,single,unemployed,chocolate,yes,yes,party-b
38,72500,other,graduate-professional,married,employed,chocolate,yes,yes,party-a
36,32500,hispanic,college,single,employed,vanilla,no,no,party-b
55,121000,hispanic,college,married,employed,vanilla,no,yes,party-a
58,45000,african-american,high-school,married,employed,chocolate,yes,no,party-a
73,37500,hispanic,high-school,married,unemployed,vanilla,yes,no,party-a
69,136000,asian,graduate-professional,married,unemployed,chocolate,yes,no,party-b
81,49000,hispanic,college,married,unemployed,chocolate,yes,yes,party-a
25,31000,african-american,not-high-school,single,employed,chocolate,yes,no,party-a
49,35000,other,not-high-school,married,employed,vanilla,no,no,party-b
49,63500,african-american,not-high-school,married,employed,vanilla,yes,yes,party-b
75,29500,caucasian,high-school,married,unemployed,vanilla,no,yes,party-a
38,42000,asian,high-school,single,employed,vanilla,no,no,party-a
77,49000,hispanic,graduate-professional,married,unemployed,vanilla,yes,no,party-a
40,37000,other,high-school,single,employed,vanilla,yes,no,party-b
62,46000,other,graduate-professional,single,employed,vanilla,yes,yes,party-a
37,57000,caucasian,not-high-school,single,employed,chocolate,no,no,party-b
61,125000,african-american,graduate-professional,married,employed,chocolate,yes,yes,party-a
70,35500,caucasian,high-school,single,employed,vanilla,no,yes,party-a
41,53000,other,graduate-professional,single,unemployed,vanilla,yes,yes,party-b
27,52500,asian,high-school,single,employed,vanilla,yes,no,party-a
39,121000,asian,high-school,single,employed,chocolate,yes,no,party-b
35,20000,asian,not-high-school,married,employed,chocolate,yes,yes,party-b
28,58500,asian,not-high-school,single,unemployed,chocolate,no,no,party-a
57,71500,other,graduate-professional,married,employed,vanilla,no,yes,party-b
44,68500,caucasian,graduate-professional,single,employed,chocolate,yes,yes,party-b
74,46000,african-american,college,married,unemployed,vanilla,yes,no,party-a
56,59000,hispanic,graduate-professional,married,employed,chocolate,yes,yes,party-a
47,142000,caucasian,high-school,single,unemployed,chocolate,yes,no,party-b
35,20500,hispanic,high-school,married,employed,vanilla,yes,yes,party-a
70,35500,caucasian,not-high-school,married,employed,chocolate,yes,no,party-b
43,35500,asian,high-school,single,employed,vanilla,yes,no,party-b
77,27000,hispanic,high-school,married,employed,vanilla,yes,no,party-b
39,39500,other,high-school,married,employed,chocolate,yes,yes,party-b
64,91500,hispanic,graduate-professional,married,employed,vanilla,yes,no,party-b
50,123500,caucasian,college,married,employed,chocolate,yes,yes,party-a
73,15500,hispanic,high-school,married,unemployed,chocolate,yes,no,party-b
28,48000,hispanic,high-school,single,employed,chocolate,yes,no,party-a
79,77500,african-american,high-school,single,unemployed,vanilla,no,yes,party-a
57,64500,other,college,married,employed,vanilla,yes,no,party-b
68,82000,hispanic,high-school,single,employed,chocolate,yes,no,party-a
55,44000,asian,high-school,married,employed,vanilla,no,yes,party-a
80,29500,african-american,high-school,married,unemployed,chocolate,yes,yes,party-a
67,65500,caucasian,graduate-professional,married,unemployed,chocolate,yes,no,party-a
83,220000,african-american,graduate-professional,married,employed,vanilla,yes,yes,party-a
83,105500,asian,high-school,married,unemployed,chocolate,yes,yes,party-a
68,46000,caucasian,college,married,unemployed,vanilla,yes,yes,party-a
55,34000,caucasian,college,married,employed,vanilla,yes,no,party-b
48,21500,asian,college,single,employed,chocolate,yes,yes,party-b
